"State","Month","Statistic Label","UNIT","VALUE"
"State","1990M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.54"
"State","1990M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.9"
"State","1990M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.11"
"State","1990M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.15"
"State","1990M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.85"
"State","1990M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.95"
"State","1991M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.55"
"State","1991M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.69"
"State","1991M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.61"
"State","1991M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.57"
"State","1991M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.68"
"State","1991M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.41"
"State","1991M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.29"
"State","1991M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.66"
"State","1991M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.08"
"State","1991M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.21"
"State","1991M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.93"
"State","1991M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.46"
"State","1992M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.28"
"State","1992M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.9"
"State","1992M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.73"
"State","1992M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.53"
"State","1992M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.42"
"State","1992M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.93"
"State","1992M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.04"
"State","1992M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.65"
"State","1992M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","70.75"
"State","1992M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","72.78"
"State","1992M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","72.43"
"State","1992M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","72.28"
"State","1993M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","71.84"
"State","1993M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.75"
"State","1993M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.13"
"State","1993M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.92"
"State","1993M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.42"
"State","1993M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.89"
"State","1993M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.36"
"State","1993M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.53"
"State","1993M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.09"
"State","1993M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.68"
"State","1993M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.55"
"State","1993M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.96"
"State","1994M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.89"
"State","1994M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.37"
"State","1994M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.26"
"State","1994M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.51"
"State","1994M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.04"
"State","1994M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.25"
"State","1994M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.36"
"State","1994M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.27"
"State","1994M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.55"
"State","1994M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.04"
"State","1994M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.77"
"State","1994M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.63"
"State","1995M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.73"
"State","1995M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.66"
"State","1995M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.34"
"State","1995M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.77"
"State","1995M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.18"
"State","1995M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.21"
"State","1995M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.42"
"State","1995M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.39"
"State","1995M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.44"
"State","1995M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.42"
"State","1995M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.4"
"State","1995M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1995M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.48"
"State","1996M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.69"
"State","1996M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.61"
"State","1996M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.5"
"State","1996M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.76"
"State","1996M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.03"
"State","1996M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.42"
"State","1996M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.68"
"State","1996M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.74"
"State","1996M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.93"
"State","1996M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.78"
"State","1996M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.59"
"State","1996M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1996M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.99"
"State","1997M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.82"
"State","1997M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.72"
"State","1997M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.44"
"State","1997M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.79"
"State","1997M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.91"
"State","1997M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.64"
"State","1997M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.66"
"State","1997M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.57"
"State","1997M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.14"
"State","1997M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.75"
"State","1997M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.17"
"State","1997M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1997M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.31"
"State","1998M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.07"
"State","1998M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.62"
"State","1998M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.2"
"State","1998M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.92"
"State","1998M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.22"
"State","1998M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.8"
"State","1998M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.7"
"State","1998M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64"
"State","1998M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.85"
"State","1998M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.53"
"State","1998M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.8"
"State","1998M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1998M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.81"
